KM,Año,Combustible,Ciudad,Nº puertas,Garantía,Cambio,Color,Carrocería,Marca,Modelo,Versión,Potencia,Tipo de carrocería,Velocidad máxima,Aceleracion,Consumo,Emisiones,Dimensiones,Etiqueta medioambiental,Precio
24.028,2020,Diésel,Granada,5,Sí,Manual ,Rojo,Todoterreno,DS,7,7 Crossback BlueHDi 130 Be Chic,130 CV,Todoterreno,195 km/h,10.8 s,3.9 l/100km,104g CO2/km,4570 mm / 1895 mm / 1620 mm,C,31.500€
109.935,2018,Diésel,Granada,5,Sí,Automático ,Negro,Todoterreno,DS,7,7 Crossback BlueHDi 180 Automático Be Chic,180 CV,Todoterreno,218 km/h,9.4 s,4.9 l/100km,128g CO2/km,4570 mm / 1895 mm / 1620 mm,C,27.900€
48.823,2018,Diésel,Granada,5,Sí,Automático ,Gris,Todoterreno,DS,7,7 Crossback BlueHDi 180 Automático Be Chic,180 CV,Todoterreno,218 km/h,9.4 s,4.9 l/100km,128g CO2/km,4570 mm / 1895 mm / 1620 mm,C,33.900€
22.620,2019,Gasolina,Granada,5,Sí,Automático ,Blanco,Todoterreno,DS,3,3 Crossback PureTech 130 Aut. Performance Line,130 CV,Todoterreno,200 km/h,9.2 s,4.9 l/100km,111g CO2/km,4118 mm / 1791 mm / 1534 mm,C,27.400€
12,2022,Diésel,València,5,Sí,Manual ,Blanco,Todoterreno,Peugeot,3008,3008 Access 1.6 BlueHDi 120,130 CV,Monovolumen,183 km/h,12 s,4.1 l/100km,108g CO2/km,4365 mm / 1837 mm / 1639 mm,C,30.995€
13,2022,Diésel,València,5,Sí,Manual ,Blanco,Todoterreno,Peugeot,3008,3008 Access 1.6 BlueHDi 120,130 CV,Monovolumen,183 km/h,12 s,4.1 l/100km,108g CO2/km,4365 mm / 1837 mm / 1639 mm,C,30.495€
12,2022,Diésel,València,5,Sí,Manual ,Gris,Todoterreno,Peugeot,3008,3008 Access 1.6 BlueHDi 120,130 CV,Monovolumen,183 km/h,12 s,4.1 l/100km,108g CO2/km,4365 mm / 1837 mm / 1639 mm,C,29.495€
95.108,2019,Diésel,Leganés,5,Sí,Automático ,Gris,Todoterreno,DS,7,7 Crossback BlueHDi 180 Automático Be Chic,180 CV,Todoterreno,218 km/h,9.4 s,4.9 l/100km,128g CO2/km,4570 mm / 1895 mm / 1620 mm,C,26.995€
30.100,2021,Híbrido (Gasolina),Leganés,5,Sí,Automático ,Gris,Berlina,DS,4,4 Cross Rivoli E-TENSE 225,225 CV,Turismo,233 km/h,7.7 s,1.3 l/100km,g CO2/km,4400 mm / 1830 mm / 1470 mm,Cero,38.495€
69.887,2019,Gasolina,Leganés,5,Sí,Automático ,Rojo,Todoterreno,DS,3,3 Crossback PureTech 130 Aut. Performance Line,130 CV,Todoterreno,200 km/h,9.2 s,4.9 l/100km,111g CO2/km,4118 mm / 1791 mm / 1534 mm,C,21.495€
5.125,2022,Híbrido (Gasolina),Sevilla,5,Sí,Automático ,Azul,Todoterreno,DS,7,7 Crossback E-TENSE 300 4x4 Performance Line,300 CV,Todoterreno,235 km/h,5.9 s,1.3 l/100km,g CO2/km,4570 mm / 1895 mm / 1620 mm,Cero,46.995€
2,2022,Híbrido (Gasolina),Sevilla,5,Sí,Automático ,Gris,Todoterreno,DS,7,7 Crossback E-TENSE 4x4 Be Chic,300 CV,Todoterreno,235 km/h,5.9 s,2.2 l/100km,34g CO2/km,4570 mm / 1895 mm / 1620 mm,Cero,44.995€
2,2022,Híbrido (Gasolina),Sevilla,5,Sí,Automático ,Gris,Todoterreno,DS,7,7 Crossback E-TENSE 4x4 Be Chic,300 CV,Todoterreno,235 km/h,5.9 s,2.2 l/100km,34g CO2/km,4570 mm / 1895 mm / 1620 mm,Cero,44.995€
2.681,2020,Eléctrico,Jaén,3,Sí,Automático ,Blanco,Vehículo,Peugeot,Partner,Partner Tepee Active Electric,67 CV,Vehículo comercial,110 km/h,19.5 s, l/100km,0g CO2/km,4380 mm / 1810 mm / 1810 mm,Cero,15.950€
1,2022,Híbrido (Gasolina),Jaén,5,Sí,Automático ,Gris,Berlina,Citroen,C5 X,C5 X Hybrid ë-225 Shine,225 CV,Turismo,233 km/h,7.9 s,1.3 l/100km,g CO2/km,4805 mm / 1815 mm / 1485 mm,Cero,35.206€
42.431,2021,Diésel,Carbajosa de la Sagrada,5,Sí,Manual ,Negro,Todoterreno,Citroen,C5 Aircross,C5 Aircross Live BlueHDi 130 S&S,131 CV,Todoterreno,189 km/h,10.4 s,4.1 l/100km,108g CO2/km,4500 mm / 1840 mm / 1654 mm,C,24.400€
18,2022,Híbrido (Gasolina),Carbajosa de la Sagrada,5,Sí,Automático ,Blanco,Todoterreno,Citroen,C5 Aircross,C5 Aircross Plug-in Hybrid 225 Shine Pack,225 CV,Todoterreno,225 km/h,8.9 s,1.3 l/100km,g CO2/km,4500 mm / 1840 mm / 1654 mm,Cero,36.500€
30.600,2019,Gasolina,Jaén,5,Sí,Manual ,Gris,Todoterreno,Opel,Mokka X,Mokka X Color Edition 1.4 Turbo 103 kW (140 CV) 4x2 Start&Stop,140 CV,Todoterreno,196 km/h,9.9 s,6.6 l/100km,150g CO2/km,4275 mm / 1781 mm / 1658 mm,C,17.900€
500,2021,Gasolina,Jaén,5,Sí,Automático ,Blanco,Todoterreno,Opel,Mokka,Mokka 1.2 Turbo 96 kW (130 CV) AT8 Business Elegance,130 CV,Todoterreno,200 km/h,9.2 s,5.9 l/100km,g CO2/km,4150 mm / 1790 mm / 1535 mm,C,25.900€
15,2021,Gasolina,Jaén,5,Sí,Manual ,Azul,Todoterreno,Opel,Mokka,Mokka 1.2 Turbo 74 kW (100 CV) Edition,100 CV,Todoterreno,188 km/h,10.6 s,4.6 l/100km,104g CO2/km,4150 mm / 1790 mm / 1535 mm,C,24.900€
4.000,2020,Diésel,Jaén,5,Sí,Manual ,Rojo,Familiar,Opel,Insignia,Insignia Sports Tourer Business Elegance 1.5D 90 kW (122 CV),122 CV,Turismo familiar,202 km/h,11.6 s,4.6 l/100km,g CO2/km,4986 mm / 1863 mm / 1500 mm,C,29.900€
39.000,2019,Diésel,Jaén,5,Sí,Manual ,Azul,Berlina,Opel,Insignia,Insignia Grand Sport Innovation 1.6 CDTi Start & Stop 100 kW (136 CV),136 CV,Turismo,211 km/h,10.5 s,4.6 l/100km,124g CO2/km,4897 mm / 1863 mm / 1455 mm,C,20.900€
16.000,2019,Diésel,Jaén,5,Sí,Automático ,Blanco,Berlina,Opel,Insignia,Insignia Grand Sport Innovation 1.6 CDTi Start & Stop 100 kW (136 CV) AT6,136 CV,Turismo,205 km/h,10.9 s,5.2 l/100km,141g CO2/km,4897 mm / 1863 mm / 1455 mm,C,24.900€
9.000,2019,Diésel,Jaén,5,Sí,Manual ,Gris,Todoterreno,Opel,Grandland X,Grandland X Selective Pro 1.5 CDTi Start&Stop 96 kW (130 CV),130 CV,Todoterreno,195 km/h,11.3 s,4.1 l/100km,108g CO2/km,4477 mm / 1856 mm / 1609 mm,C,21.900€
13.000,2019,Diésel,Jaén,5,Sí,Manual ,Rojo,Todoterreno,Opel,Grandland X,Grandland X Selective Pro 1.5 CDTi Start&Stop 96 kW (130 CV),130 CV,Todoterreno,195 km/h,11.3 s,4.1 l/100km,108g CO2/km,4477 mm / 1856 mm / 1609 mm,C,21.900€
14.900,2020,Diésel,Jaén,5,Sí,Manual ,Blanco,Todoterreno,Opel,Grandland X,Grandland X Selective Pro 1.5 CDTi Start&Stop 96 kW (130 CV),130 CV,Todoterreno,195 km/h,11.3 s,4.1 l/100km,108g CO2/km,4477 mm / 1856 mm / 1609 mm,C,21.900€
17.200,2020,Diésel,Jaén,5,Sí,Manual ,Blanco,Todoterreno,Opel,Grandland X,Grandland X Selective Pro 1.5 CDTi Start&Stop 96 kW (130 CV),130 CV,Todoterreno,195 km/h,11.3 s,4.1 l/100km,108g CO2/km,4477 mm / 1856 mm / 1609 mm,C,24.900€
19.900,2020,Diésel,Jaén,5,Sí,Manual ,Azul,Todoterreno,Opel,Grandland X,Grandland X Selective Pro 1.5 CDTi Start&Stop 96 kW (130 CV),130 CV,Todoterreno,195 km/h,11.3 s,4.1 l/100km,108g CO2/km,4477 mm / 1856 mm / 1609 mm,C,24.900€
15.900,2020,Diésel,Jaén,5,Sí,Automático ,Azul,Todoterreno,Opel,Grandland X,Grandland X 2020 1.5 CDTi Start&Stop 96 kW (130 CV) Aut. 8v,130 CV,Todoterreno,192 km/h,12.3 s,5.2 l/100km,99g CO2/km,4477 mm / 1856 mm / 1609 mm,C,27.900€
20.200,2020,Diésel,Jaén,5,Sí,Automático ,Granate,Todoterreno,Opel,Grandland X,Grandland X 2020 1.5 CDTi Start&Stop 96 kW (130 CV) Aut. 8v,130 CV,Todoterreno,192 km/h,12.3 s,5.2 l/100km,99g CO2/km,4477 mm / 1856 mm / 1609 mm,C,27.900€
7.000,2020,Diésel,Jaén,5,Sí,Automático ,Blanco,Todoterreno,Opel,Grandland X,Grandland X 2020 1.5 CDTi Start&Stop 96 kW (130 CV) Aut. 8v,130 CV,Todoterreno,192 km/h,12.3 s,5.2 l/100km,99g CO2/km,4477 mm / 1856 mm / 1609 mm,C,28.900€
21.500,2020,Diésel,Jaén,5,Sí,Manual ,Blanco,Todoterreno,Opel,Crossland X,Crossland X 2020 1.5 Diesel Start&Stop 75 kW (102 CV),102 CV,Monovolumen,178 km/h,11.7 s,4.7 l/100km,g CO2/km,4212 mm / 1765 mm / 1605 mm,C,19.900€
19.500,2020,Diésel,Jaén,5,Sí,Manual ,Blanco,Todoterreno,Opel,Crossland X,Crossland X 2020 1.5 Diesel Start&Stop 75 kW (102 CV),102 CV,Monovolumen,178 km/h,11.7 s,4.7 l/100km,g CO2/km,4212 mm / 1765 mm / 1605 mm,C,18.900€
4.300,2020,Gasolina,Jaén,5,Sí,Manual ,Gris,Todoterreno,Opel,Crossland X,Crossland X Edition 1.2 Turbo Start&Stop 81 kW (110 CV),110 CV,Monovolumen,187 km/h,10.9 s,5 l/100km,107g CO2/km,4212 mm / 1765 mm / 1605 mm,C,17.900€
4.600,2020,Gasolina,Jaén,5,Sí,Manual ,Azul,Todoterreno,Opel,Crossland X,Crossland X Edition 1.2 Turbo Start&Stop 81 kW (110 CV),110 CV,Monovolumen,187 km/h,10.9 s,5 l/100km,107g CO2/km,4212 mm / 1765 mm / 1605 mm,C,17.900€
62.000,2022,Gasolina,Igualada,5,Sí,Manual ,Blanco,Berlina,SEAT,Ibiza,Ibiza 1.0 MPI 59 kW (80 CV) Start&Stop Style,80 CV,Turismo,169 km/h,15.3 s,5.3 l/100km,g CO2/km,4059 mm / 1780 mm / 1444 mm,C,13.950€
135.000,2018,Diésel,Madrid,5,Sí,Automático ,Gris,Todoterreno,Volkswagen,Tiguan,Tiguan Allspace 4MOTION 2.0 TDI 110 kW (150 CV) DSG7 Advance,150 CV,Todoterreno,198 km/h,9.9 s,5.9 l/100km,153g CO2/km,4701 mm / 1839 mm / 1674 mm,C,26.000€
43.000,2017,Diésel,Madrid,4,Sí,Manual ,Marrón,Berlina,Volkswagen,Passat,Passat Edition 1.6 TDI BMT 88 kW (120 CV),120 CV,Turismo,206 km/h,10.8 s,4 l/100km,105g CO2/km,4767 mm / 1832 mm / 1456 mm,C,16.900€
58.000,2019,Gasolina,Madrid,5,Sí,Manual ,Negro,Berlina,Volkswagen,Golf,Golf Variant Edition 1.0 TSI 81 kW (110 CV) BMT,116 CV,Turismo familiar,197 km/h,10.4 s,4.9 l/100km,112g CO2/km,4586 mm / 1799 mm / 1515 mm,C,18.500€
98.000,2017,Diésel,Madrid,5,Sí,Manual ,Gris,Berlina,Volkswagen,Golf,Golf Sportsvan Edition 1.6 TDI BMT 110 CV,116 CV,Monovolumen,192 km/h,11.3 s,3.9 l/100km,101g CO2/km,4338 mm / 1807 mm / 1578 mm,C,16.500€
121.000,2017,Diésel,Madrid,5,Sí,Manual ,Azul,Berlina,Volkswagen,Golf,Golf Variant Advance 1.6 TDI 105 CV,116 CV,Turismo familiar,190 km/h,11.9 s,4.5 l/100km,119g CO2/km,4534 mm / 1781 mm / 1504 mm,B,17.000€
119.500,2018,Diésel,Madrid,5,Sí,Manual ,Azul,Familiar,SEAT,Leon,León Style 1.6 TDI CR 105 CV,116 CV,Turismo,185 km/h,11.7 s,4.5 l/100km,119g CO2/km,4315 mm / 1768 mm / 1455 mm,B,14.000€
168.000,2018,Diésel,Madrid,5,Sí,Automático ,Gris,Familiar,Renault,Talisman,Talisman Sport Tourer Zen Energy dCi 118 kW (160 CV) Twin Turbo EDC,160 CV,Turismo familiar,213 km/h,9.6 s,4.5 l/100km,117g CO2/km,4865 mm / 1868 mm / 1465 mm,C,16.500€
165.000,2018,Diésel,Madrid,4,Sí,Manual ,Negro,Berlina,Renault,Talisman,Talisman Intens Energy dCi 96 kW (130 CV),131 CV,Turismo,205 km/h,10.4 s,3.9 l/100km,102g CO2/km,4848 mm / 1869 mm / 1463 mm,C,16.000€
151.000,2018,Diésel,Madrid,5,Sí,Automático ,Gris,Familiar,Renault,Megane,Mégane Berlina Zen Energy dCi 81 kW (110 CV) EDC,110 CV,Turismo,187 km/h,11.3 s,3.7 l/100km,95g CO2/km,4359 mm / 1814 mm / 1447 mm,C,14.900€
155.000,2018,Diésel,Madrid,5,Sí,Automático ,Blanco,Todoterreno,Peugeot,3008,3008 Allure 1.6 BlueHDi 120 EAT6,120 CV,Monovolumen,181 km/h,12.4 s,4.3 l/100km,112g CO2/km,4365 mm / 1837 mm / 1639 mm,C,18.500€
72.000,2019,Gasolina,Madrid,5,Sí,Manual ,Gris,Todoterreno,Nissan,Qashqai,Qashqai Acenta DIG-T 103 kW (140 CV),140 CV,Todoterreno,193 km/h,10.5 s,5.3 l/100km,121g CO2/km,4394 mm / 1806 mm / 1590 mm,C,20.000€
179.000,2013,Diésel,Madrid,5,Sí,Automático ,Blanco,Todoterreno,Mazda,CX-5,CX-5 2.2 D 150 CV 4WD Luxury Aut.,150 CV,Todoterreno,194 km/h,10.2 s,5.5 l/100km,144g CO2/km,4555 mm / 1840 mm / 1670 mm,B,14.900€
81.600,2017,Diésel,Madrid,2,Sí,Automático ,Rojo,Todoterreno,Land Rover,Range Rover Evoque,Range Rover Evoque Convertible 2.0 Td4 110 kW (150 CV) 4x4 Auto Dynamic,150 CV,Todoterreno,180 km/h,12 s,5.7 l/100km,149g CO2/km,4370 mm / 1900 mm / 1609 mm,C,25.000€
108.000,2019,Diésel,Madrid,5,Sí,Manual ,Blanco,Monovolumen,Citroen,Berlingo,Berlingo Multispace Live Edition BlueHDi 75,75 CV,Vehículo comercial,156 km/h,15.1 s,4.3 l/100km,113g CO2/km,4384 mm / 1810 mm / 1801 mm,C,16.000€
126.000,2016,Diésel,Madrid,False,Sí,Manual ,Blanco,Furgoneta,Citroen,Berlingo,Nuevo Berlingo Combi SX Multispace 1.6 HDi 75,75 CV,Vehículo comercial,150 km/h,17.1 s,5.3 l/100km,139g CO2/km,4380 mm / 1810 mm / 1801 mm,B,9.900€
133.000,2018,Diésel,Madrid,4,Sí,Manual ,Blanco,Todoterreno,Audi,Q5,Q5 Advanced edition 2.0 TDI ultra 150 CV,,Todoterreno,192 km/h,10.9 s,4.9 l/100km,129g CO2/km,4629 mm / 1898 mm / 1627 mm,C,30.500€
139.000,2018,Diésel,Madrid,4,Sí,Manual ,Verde,Todoterreno,Audi,Q3,Q3 2.0 TDI 140 CV Attraction,150 CV,Todoterreno,202 km/h,9.9 s,5.2 l/100km,137g CO2/km,4385 mm / 1831 mm / 1590 mm,B,22.000€
189.000,2016,Diésel,Madrid,5,Sí,Automático ,Negro,Berlina,Audi,A4,A4 allroad quattro 3.0 TDI 160 kW (218 CV) S tronic 7 vel.,218 CV,Turismo familiar,231 km/h,6.6 s,5.1 l/100km,137g CO2/km,4750 mm / 1842 mm / 1493 mm,C,26.000€
125.000,2016,Diésel,Madrid,4,Sí,Manual ,Azul,Berlina,Audi,A4,A4 Avant 2.0 TDI 150 CV clean diesel,150 CV,Turismo familiar,208 km/h,9.5 s,4.6 l/100km,119g CO2/km,4699 mm / 1826 mm / 1436 mm,B,18.900€
133.000,2018,Diésel,Pamplona/iruña,5,Sí,Manual ,Gris,4,Audi,Q5,Q5 Advanced edition 2.0 TDI ultra 150 CV,150 CV,Todoterreno,192 km/h,10.9 s,4.9 l/100km,129g CO2/km,4629 mm / 1898 mm / 1627 mm,C,26.900€
116.000,2017,Gasolina,Málaga,5,No,Automático ,Plateado,Sedan,Volvo,V90,V90 Cross Country T6 AWD Pro Aut.,320 CV,Turismo familiar,240 km/h,6.3 s,7.6 l/100km,176g CO2/km,4939 mm / 1879 mm / 1543 mm,C,36.490€
108.886,2020,Gasolina,Málaga,5,No,Manual ,False,Coche,Opel,Corsa,Corsa 1.2 55 kW (75 CV) Elegance,75 CV,Turismo,174 km/h,13.2 s,5.3 l/100km,93g CO2/km,4060 mm / 1765 mm / 1435 mm,C,10.250€
9.805,2022,Diésel,Coslada,5,Sí,Manual ,Rojo,SUV,Hyundai,TUCSON,Tucson 1.6 CRDi 85 kW (116 CV) 4x2 Essence,116 CV,Todoterreno,175 km/h,11.8 s,5.5 l/100km,120g CO2/km,4480 mm / 1850 mm / 1645 mm,C,23.990€
1.974,2022,Eléctrico,Tarragona,5,No,Automático ,Gris montaña metalizado,4x4,Mercedes-Benz,EQB,EQB 250+,190 CV,Todoterreno,160 km/h,8.9 s,16.3 l/100km,0g CO2/km,4684 mm / 1834 mm / 1667 mm,Cero,62.500€
5.700,2023,Eléctrico,La Laguna,5,No,Automático ,Negro noche,4x4,Mercedes-Benz,EQA,EQA 250,190 CV,Todoterreno,160 km/h,8.9 s,17.9 l/100km,0g CO2/km,4463 mm / 1834 mm / 1620 mm,Cero,50.300€
19.650,2023,Diésel,La Laguna,5,No,Automático ,Gris selenita metalizado,Familiar,Mercedes-Benz,Clase C,C 220 d 4MATIC All-Terrain,200 CV,Turismo familiar,231 km/h,7.8 s,5 l/100km,g CO2/km,4755 mm / 1841 mm / 1494 mm,ECO,51.900€
52.475,2021,Diésel,Palma de Mallorca,5,No,Automático ,Azul cavansita metalizado,Vehículo,False,False,False,163 CV,False,False,False,False,False,False,False,39.930€
52.366,2021,Diésel,Palma de Mallorca,5,No,Automático ,Negro obsidiana metalizad,Vehículo,Mercedes-Benz,Clase V,V 220 d Avantgarde Largo,163 CV,Monovolumen,195 km/h,11 s,6 l/100km,157g CO2/km,5140 mm / 1928 mm / 1880 mm,C,51.425€
19.300,2022,Eléctrico,Santiago de Compostela,5,No,Automático ,Gris mate,4x4,KIA,EV6,EV6 GT-line 168 kW (229 CV) 77 kWh RWD,229 CV,Turismo,185 km/h,7.3 s,17.2 l/100km,0g CO2/km,4695 mm / 1890 mm / 1550 mm,Cero,48.900€
37.912,2021,Diésel,Vilamalla,4,No,Manual ,Blanc,Vehículo,False,False,False,143 CV,False,False,False,False,False,False,False,39.500€
117.772,2017,Híbrido Enchufable (PHEV),Armilla,5,No,Automático ,Blanco,4x4,False,False,False,203 CV,False,False,False,False,False,False,False,20.900€
86.963,2012,Gasolina,Elche,3,Sí,Manual ,Gris-negro,Cabriolet,Fiat,500,Bravo 80 16v SX,69 CV,Turismo,173 km/h,12.5 s,6.8 l/100km,g CO2/km,4025 mm / 1755 mm / 1420 mm,Sin etiqueta,9.900€
195.000,2007,Gasolina,A Coruña,False,No,Automático ,Blanco,Berlina,Volkswagen,Golf,Golf 3p GTI TFSI 2.0 200 CV DSG 6 vel.,,Turismo,233 km/h,6.9 s,7.9 l/100km,188g CO2/km,4216 mm / 1759 mm / 1466 mm,C,13.900€
148.000,2002,Gasolina,A Coruña,False,No,Manual ,Otros,Berlina,SEAT,Ibiza,Ibiza 5p 1.4 Stella,,Turismo,157 km/h,15.1 s,6.6 l/100km,g CO2/km,3876 mm / 1640 mm / 1422 mm,Sin etiqueta,4.700€
148.000,2006,Diésel,A Coruña,False,No,Manual ,Rojo,Berlina,Renault,Clio,Clio 3p 1.5 dCi 70 Confort Expression,,Turismo,162 km/h,15.2 s,4.6 l/100km,123g CO2/km,3986 mm / 1707 mm / 1496 mm,B,5.700€
216.000,2004,Diésel,A Coruña,False,No,Manual ,Otros,Berlina,Opel,Astra,Astra 5p Enjoy 1.7 CDTi 80 CV,,Turismo,168 km/h,15 s,4.9 l/100km,g CO2/km,4249 mm / 1753 mm / 1460 mm,Sin etiqueta,4.900€
130.000,2010,Gasolina,A Coruña,False,No,Manual ,Otros,Berlina,Ford,Fiesta,Fiesta 3p Sport+ 1.6,,Turismo,193 km/h,9.9 s,5.8 l/100km,134g CO2/km,3953 mm / 1722 mm / 1481 mm,C,7.900€
10,2023,Eléctrico,Olías del Rey,5,Sí,Automático ,Rojo,Todoterreno,False,False,False,265 CV,False,False,False,False,False,False,False,47.479€
12,2023,Híbrido (Gasolina),Olías del Rey,5,Sí,Automático ,Azul,Todoterreno,Hyundai,TUCSON,Tucson N Line Sky Híbrido 1.6 T-GDI HEV 169 kW (230 CV) 6AT,229 CV,Todoterreno,193 km/h,8 s,5.8 l/100km,g CO2/km,4500 mm / 1865 mm / 1650 mm,ECO,38.655€
11.000,2023,Gasolina,Olías del Rey,5,Sí,Manual ,Marrón,Todoterreno,Hyundai,TUCSON,Tucson N Line 1.6 T-GDI 48V 110 kW (150 CV),149 CV,Todoterreno,189 km/h,10.3 s,6.7 l/100km,g CO2/km,4500 mm / 1865 mm / 1650 mm,ECO,28.700€
17.000,2023,Gasolina,Olías del Rey,5,Sí,Manual ,Gris,Todoterreno,Hyundai,TUCSON,Tucson N Line 1.6 T-GDI 48V 110 kW (150 CV),149 CV,Todoterreno,189 km/h,10.3 s,6.7 l/100km,g CO2/km,4500 mm / 1865 mm / 1650 mm,ECO,23.950€
12,2023,Diésel,Olías del Rey,5,Sí,Manual ,Rojo,Todoterreno,Hyundai,TUCSON,Tucson 1.6 CRDi 85 kW (116 CV) 4x2 Essence,115 CV,Todoterreno,175 km/h,11.8 s,5.5 l/100km,120g CO2/km,4480 mm / 1850 mm / 1645 mm,C,29.900€
25.978,2022,Diésel,Olías del Rey,5,Sí,Manual ,Rojo,Todoterreno,Hyundai,TUCSON,Tucson 1.6 CRDi 85 kW (116 CV) 4x2 Essence,115 CV,Todoterreno,175 km/h,11.8 s,5.5 l/100km,120g CO2/km,4480 mm / 1850 mm / 1645 mm,C,23.850€
12,2022,Híbrido (Diésel),Olías del Rey,5,Sí,Manual ,Rojo,Todoterreno,False,False,False,136 CV,False,False,False,False,False,False,False,32.500€
30.700,2022,Híbrido (Gasolina),Olías del Rey,5,Sí,Automático ,Rojo,Todoterreno,Hyundai,Kona,Kona Híbrido 1.6 GDi 104 kW (141 CV) DCT Tecno,141 CV,Todoterreno,160 km/h,11.2 s,4.9 l/100km,90g CO2/km,4165 mm / 1800 mm / 1550 mm,ECO,22.700€
12,2022,Híbrido (Gasolina),Olías del Rey,5,Sí,Automático ,Bronce,Todoterreno,Hyundai,TUCSON,Tucson N Line Sky Híbrido 1.6 T-GDI HEV 169 kW (230 CV) 6AT,229 CV,Todoterreno,193 km/h,8 s,5.8 l/100km,g CO2/km,4500 mm / 1865 mm / 1650 mm,ECO,33.450€
11.900,2021,Eléctrico,Sabadell,5,Sí,Automático ,Verde,Todoterreno,Opel,Mokka,Mokka-e Edition,136 CV,Todoterreno,150 km/h,9 s,17.4 l/100km,0g CO2/km,4151 mm / 1791 mm / 1534 mm,Cero,28.400€
7.600,2021,Eléctrico,Sabadell,5,Sí,Automático ,Verde,Todoterreno,Opel,Mokka,Mokka-e Edition,136 CV,Todoterreno,150 km/h,9 s,17.4 l/100km,0g CO2/km,4151 mm / 1791 mm / 1534 mm,Cero,29.400€
10.255,2020,Híbrido (Gasolina),Sabadell,5,Sí,Automático ,Gris,Todoterreno,Opel,Grandland X,Grandland X Selective Híbrido Enchufable 1.6 Turbo 165 kW (225 CV),224 CV,Todoterreno,225 km/h,8.9 s,1.4 l/100km,35g CO2/km,4477 mm / 1856 mm / 1609 mm,Cero,32.400€
18.000,2020,Eléctrico,Sabadell,5,Sí,Automático ,Rojo,Berlina,Opel,Corsa,Corsa-e First Edition,136 CV,Turismo,150 km/h,8.1 s,17 l/100km,0g CO2/km,4060 mm / 1765 mm / 1435 mm,Cero,22.400€
15.149,2019,Gasolina,León,5,Sí,Automático ,Blanco,Berlina,Citroen,C3,C3 PureTech 110 S&S EAT6 Shine,110 CV,Turismo,191 km/h,10 s,6 l/100km,111g CO2/km,3996 mm / 1749 mm / 1474 mm,C,18.500€
27.420,2018,Gasolina,León,5,Sí,Manual ,Gris,Berlina,Citroen,C3,C3 PureTech 68 Feel,82 CV,Turismo,164 km/h,14.2 s,4.7 l/100km,109g CO2/km,3996 mm / 1749 mm / 1474 mm,C,14.900€
53.224,2021,Diésel,León,5,Sí,Manual ,Blanco,Berlina,Citroen,C3,C3 BlueHDi 100 S&S Feel,99 CV,Turismo,185 km/h,10.6 s,3.7 l/100km,95g CO2/km,3996 mm / 1749 mm / 1474 mm,C,15.900€
43.388,2020,Diésel,León,5,Sí,Manual ,Gris,Monovolumen,Citroen,Berlingo,Berlingo Talla XL BlueHDi 130 S&S Feel,130 CV,Vehículo comercial,184 km/h,10.5 s,4.4 l/100km,113g CO2/km,4750 mm / 1848 mm / 1801 mm,C,30.500€
134.077,2019,Diésel,León,4,Sí,Manual ,Blanco,Monovolumen,Citroen,Berlingo,Berlingo Talla M BlueHDi 100 Live,100 CV,Vehículo comercial,175 km/h,12.3 s,4.3 l/100km,114g CO2/km,4403 mm / 1848 mm / 1800 mm,C,23.900€
38.793,2021,Gasolina,Tarragona,3,Sí,Manual ,Azul,Berlina,Fiat,500,500 Color Therapy 1.2 69 CV,70 CV,Turismo,160 km/h,12.9 s,5 l/100km,117g CO2/km,3546 mm / 1627 mm / 1488 mm,C,13.800€
35.229,2020,Gasolina,Tarragona,3,Sí,Manual ,Blanco,Berlina,Fiat,500,500 Color Therapy 1.2 69 CV,70 CV,Turismo,160 km/h,12.9 s,5 l/100km,117g CO2/km,3546 mm / 1627 mm / 1488 mm,C,14.500€
29.849,2021,Gasolina,Tarragona,5,Sí,Manual ,Rojo,Todoterreno,DS,3,3 Crossback PureTech 100 Chic,100 CV,Todoterreno,181 km/h,10.9 s,5.7 l/100km,g CO2/km,4118 mm / 1791 mm / 1534 mm,C,22.500€
6.900,2022,Gasolina,Tarragona,5,Sí,Automático ,Blanco,Todoterreno,Alfa Romeo,Stelvio,Stelvio 2.0 Turbo 206 kW (280 CV) Veloce Q4,280 CV,Todoterreno,230 km/h,5.7 s,9.2 l/100km,g CO2/km,4687 mm / 1903 mm / 1693 mm,C,51.000€
88.000,2018,Gasolina,Pontevedra,2,Sí,Manual ,Azul,Cabriolet,False,False,False,69 CV,False,False,False,False,False,False,False,13.800€
87.000,2018,Gasolina,Pontevedra,2,Sí,Manual ,Blanco,Cabriolet,False,False,False,69 CV,False,False,False,False,False,False,False,13.800€
78.000,2018,Gasolina,Pontevedra,2,Sí,Manual ,Rojo,Cabriolet,False,False,False,69 CV,False,False,False,False,False,False,False,12.500€
8.000,2022,Híbrido (Gasolina),Pontevedra,3,Sí,Manual ,Blanco,Berlina,False,False,False,69 CV,False,False,False,False,False,False,False,15.300€
74.000,2018,Gasolina,Pontevedra,3,Sí,Manual ,Blanco,Berlina,Fiat,500,500 1.2 51 kW (69 CV) Mirror,69 CV,Turismo,160 km/h,12.9 s,4.9 l/100km,115g CO2/km,3571 mm / 1627 mm / 1488 mm,C,10.500€
