KM,Año,Combustible,Ciudad,Nº puertas,Garantía,Cambio,Color,Carrocería,Marca,Modelo,Versión,Potencia,Tipo de carrocería,Velocidad máxima,Aceleracion,Consumo,Emisiones,Dimensiones,Etiqueta medioambiental,Precio
50.462,2019,Gasolina,Sabadell,5,Sí,Manual ,Blanco,Todoterreno,SsangYong,Tivoli,Tivoli G16 4x2 Premium,128 CV,Todoterreno,181 km/h, s,6.6 l/100km,154g CO2/km,4202 mm / 1798 mm / 1590 mm,C,15.990€
80.850,2017,Diésel,Sabadell,4,Sí,Manual ,Blanco,Vehículo,Citroen,Berlingo,Berlingo Multispace Collection HDi 90,99 CV,Vehículo comercial,165 km/h,14.3 s,5.2 l/100km,135g CO2/km,4380 mm / 1810 mm / 1801 mm,B,14.990€
57.600,2020,Híbrido (Gasolina),Esplugas de Llobregat,5,Sí,Automático ,Granate,Berlina,False,False,False,150 CV,False,False,False,False,False,False,False,22.990€
50.000,2022,Gasolina,Vilanova i la Geltrú,5,Sí,Manual ,Gris,Berlina,Peugeot,308,308 SW Style 1.2 PureTech 130 S&S,130 CV,Turismo familiar,205 km/h,10 s,4.6 l/100km,106g CO2/km,4585 mm / 1804 mm / 1471 mm,C,20.690€
45.000,2020,Híbrido (Gasolina),Sabadell,5,Sí,Manual ,Negro,Berlina,False,False,False,122 CV,False,False,False,False,False,False,False,19.900€
72.138,2019,Diésel,Málaga,5,Sí,Automático ,Negro,Berlina,SEAT,Leon,León ST 2.0 TDI 110 kW (150 CV) DSG-6 Start&Stop FR,150 CV,Turismo familiar,211 km/h,8.6 s,4.5 l/100km,117g CO2/km,4548 mm / 1816 mm / 1439 mm,C,17.780€
19.981,2018,Gasolina,Málaga,5,Sí,Manual ,Blanco,Todoterreno,Peugeot,3008,3008 Crossway 1.2 PureTech 130 S&S,130 CV,Monovolumen,199 km/h,10.8 s,5.2 l/100km,120g CO2/km,4365 mm / 1837 mm / 1639 mm,C,21.490€
116.755,2017,Diésel,Salamanca,5,Sí,Automático ,Gris,Todoterreno,False,False,False,235 CV,False,False,False,False,False,False,False,30.990€
116.174,2014,Diésel,Burgos,5,Sí,Automático ,Otros,Todoterreno,Volkswagen,Tiguan,Tiguan R-Line 2.0 TDI 177 CV BlueMotion Technology 4Motion DSG,177 CV,Todoterreno,200 km/h,8.5 s,6 l/100km,159g CO2/km,4426 mm / 1809 mm / 1703 mm,B,17.490€
59.810,2021,Gasolina,Vilagarcía de Arousa,5,Sí,Automático ,Otros,Todoterreno,Volkswagen,T-Roc,T-Roc Advance 1.5 TSI 110 kW (150 CV) DSG 7 vel.,150 CV,Todoterreno,205 km/h,8.4 s,5.6 l/100km,127g CO2/km,4234 mm / 1819 mm / 1573 mm,C,23.990€
70.866,2021,Gasolina,Iurreta,5,Sí,Automático ,Blanco,Todoterreno,Volkswagen,T-Roc,T-Roc Advance 1.5 TSI 110 kW (150 CV) DSG 7 vel.,150 CV,Todoterreno,205 km/h,8.4 s,5.6 l/100km,127g CO2/km,4234 mm / 1819 mm / 1573 mm,C,22.780€
37.500,2018,Gasolina,Esplugas de Llobregat,5,Sí,Automático ,Beige,Berlina,Volkswagen,Polo,Polo Advance 1.0 TSI 70 kW (95 CV) DSG 7 vel.,95 CV,Turismo,187 km/h,10.8 s,4.6 l/100km,105g CO2/km,4053 mm / 1751 mm / 1461 mm,C,18.490€
152.066,2017,Diésel,Alicante,5,Sí,Manual ,Amarillo,Berlina,Volkswagen,Golf,Golf Plus Sport 1.6 TDI 105 CV,115 CV,Monovolumen,184 km/h,12.1 s,4.8 l/100km,126g CO2/km,4204 mm / 1759 mm / 1592 mm,B,15.990€
77.321,2019,Gasolina,Málaga,5,Sí,Manual ,Blanco,Berlina,Volkswagen,Golf,Golf 5p GTI Performance 2.0 TSI 180 kW (245 CV),245 CV,Turismo,250 km/h,6.2 s,6.5 l/100km,148g CO2/km,4268 mm / 1790 mm / 1482 mm,C,27.990€
107.456,2020,Diésel,Cáceres,5,Sí,Automático ,Amarillo,Berlina,Volkswagen,Arteon,Arteon Elegance 2.0 TDI 4MOTION 176 kW (240 CV) DSG 7 vel.,240 CV,Turismo,245 km/h,6.5 s,7.5 l/100km,154g CO2/km,4862 mm / 1871 mm / 1450 mm,C,33.990€
91.654,2019,Diésel,Alcorcón,5,Sí,Manual ,Negro,Monovolumen,Toyota,Proace,PROACE Verso Family Medio 2.0D 110 kW (150 CV) Advance 8 plazas,150 CV,Vehículo comercial,170 km/h,13 s,5.6 l/100km,147g CO2/km,4959 mm / 1920 mm / 1940 mm,C,31.990€
60.531,2021,Híbrido (Gasolina),Zaragoza,5,Sí,Automático ,Gris,Todoterreno,Toyota,Highlander,Highlander Electric Hybrid 2.5 182 kW (248 CV) Advance,246 CV,Todoterreno,180 km/h,8.3 s,7 l/100km,g CO2/km,4966 mm / 1930 mm / 1755 mm,ECO,49.980€
57.190,2021,Híbrido (Gasolina),San Fernando de Henares,5,Sí,Automático ,Gris,Berlina,Toyota,C-HR,C-HR 180H Kaji Edition,184 CV,Todoterreno,180 km/h,8.2 s,5.3 l/100km,92g CO2/km,4395 mm / 1795 mm / 1565 mm,ECO,25.490€
94.235,2018,Híbrido (Gasolina),Sabadell,5,Sí,Automático ,Blanco,Berlina,Toyota,Auris,Auris Hybrid Feel!,136 CV,Turismo,180 km/h,10.9 s,3.6 l/100km,84g CO2/km,4275 mm / 1760 mm / 1460 mm,ECO,15.990€
34.000,2021,Eléctrico,Sant Boi de Llobregat,5,Sí,Automático ,Blanco,Todoterreno,Tesla,Model X,Model X Gran autonomía plus,572 CV,Todoterreno,250 km/h,4.6 s,19.9 l/100km,0g CO2/km,5036 mm / 1999 mm / 1684 mm,Cero,69.900€
61.000,2020,Gasolina,Viladecans,5,Sí,Manual ,Gris,Berlina,Skoda,Scala,Scala 1.5 TSI 110 kW (150 CV) Style,150 CV,Turismo,220 km/h,8.2 s,5.8 l/100km,g CO2/km,4362 mm / 1793 mm / 1471 mm,C,17.990€
97.272,2016,Gasolina,Olías del Rey,5,Sí,Automático ,Otros,Berlina,Skoda,Fabia,Fabia 1.2 TSI 105 CV Sportline DSG 7 vel.,110 CV,Turismo,189 km/h,10.2 s,5.3 l/100km,124g CO2/km,4000 mm / 1642 mm / 1498 mm,C,10.990€
70.000,2018,Diésel,Vilagarcía de Arousa,5,Sí,Automático ,Otros,Todoterreno,False,False,False,190 CV,False,False,False,False,False,False,False,29.390€
127.274,2017,Diésel,Puerto de Sagunto,3,Sí,Automático ,Negro,Berlina,SEAT,Leon,León SC 2.0 TDI 135 kW (184 CV) DSG-6 Start&Stop FR,184 CV,Turismo,226 km/h,7.4 s,4.6 l/100km,120g CO2/km,4246 mm / 1810 mm / 1431 mm,C,18.990€
58.000,2017,Diésel,Olías del Rey,5,Sí,Automático ,Otros,Berlina,SEAT,Leon,León ST 1.6 TDI 85 kW (115 CV) DSG-7 Start&Stop Style Plus,115 CV,Turismo familiar,197 km/h,9.9 s,4.2 l/100km,111g CO2/km,4549 mm / 1816 mm / 1454 mm,C,16.490€
106.727,2020,Gasolina,Salamanca,5,Sí,Manual ,Blanco,Berlina,SEAT,Ibiza,Ibiza 5p 1.0 Eco TSI 95 CV Start&Stop Reference,95 CV,Turismo,187 km/h,10.4 s,4.2 l/100km,97g CO2/km,4061 mm / 1693 mm / 1445 mm,C,10.990€
109.997,2021,Gasolina,Sevilla,5,Sí,Manual ,Negro,Todoterreno,SEAT,Ateca,Ateca 1.5 EcoTSI 110 kW (150 CV) Start&Stop Style,150 CV,Todoterreno,198 km/h,8.5 s,5.5 l/100km,126g CO2/km,4363 mm / 1841 mm / 1601 mm,C,18.490€
33.960,2020,Gasolina,Zaragoza,5,Sí,Manual ,Blanco,Todoterreno,SEAT,Ateca,Ateca 1.5 EcoTSI 110 kW (150 CV) Start&Stop Style,150 CV,Todoterreno,198 km/h,8.5 s,5.5 l/100km,126g CO2/km,4363 mm / 1841 mm / 1601 mm,C,21.480€
23.562,2018,Gasolina,Granada,5,Sí,Manual ,Blanco,Todoterreno,SEAT,Arona,Arona 1.0 EcoTSI 70 kW (95 CV) Start/Stop Reference Plus,95 CV,Todoterreno,173 km/h,11.4 s,4.9 l/100km,111g CO2/km,4138 mm / 1780 mm / 1552 mm,C,16.380€
22.289,2018,Diésel,Gijón,5,Sí,Manual ,Azul,Familiar,Renault,Talisman,Talisman Limited Energy dCi 81 kW (110 CV),120 CV,Turismo,190 km/h,11.9 s,3.6 l/100km,97g CO2/km,4848 mm / 1869 mm / 1463 mm,C,19.990€
100.995,2015,Diésel,León,5,Sí,Manual ,Otros,Monovolumen,Renault,Scenic,Scénic Emotion 1.5 dCi 105 CV eco2,110 CV,Monovolumen,178 km/h,12.4 s,5.2 l/100km,137g CO2/km,4259 mm / 1810 mm / 1620 mm,B,9.490€
44.000,2020,Gasolina,Puebla de Sancho Pérez,5,Sí,Automático ,Marrón,Todoterreno,Renault,Koleos,Koleos Zen TCe GPF 118 kW (160 CV) EDC,160 CV,Todoterreno,200 km/h,7.5 s,6.8 l/100km,g CO2/km,4673 mm / 1843 mm / 1667 mm,C,24.980€
74.670,2019,Gasolina,Gijón,5,Sí,Manual ,Blanco,Berlina,Renault,Kadjar,Kadjar Business TCe GPF 103 kW (140 CV),140 CV,Todoterreno,203 km/h,10.4 s,5.9 l/100km,134g CO2/km,4489 mm / 1836 mm / 1607 mm,C,18.490€
57.000,2020,Gasolina,Granollers,5,Sí,Manual ,Gris,Todoterreno,Renault,Captur,Captur Zen TCe 74 kW (100 CV),100 CV,Todoterreno,173 km/h,13.3 s,6 l/100km,118g CO2/km,4227 mm / 1797 mm / 1576 mm,C,16.250€
23.704,2020,Gasolina,Paterna,5,Sí,Manual ,Granate,Todoterreno,Renault,Captur,Captur Zen TCe 74 kW (100 CV),100 CV,Todoterreno,173 km/h,13.3 s,6 l/100km,118g CO2/km,4227 mm / 1797 mm / 1576 mm,C,18.990€
140.986,2017,Gasolina,San Sebastián de los Reyes,5,Sí,Automático ,Otros,Todoterreno,Porsche,Macan,Macan Turbo Performance Package,440 CV,Todoterreno,272 km/h,4.4 s,9.6 l/100km,221g CO2/km,4699 mm / 1923 mm / 1609 mm,C,53.990€
47.385,2017,Híbrido (Gasolina),Alcorcón,5,Sí,Automático ,Gris,Todoterreno,Porsche,Cayenne,Cayenne S E-Hybrid,416 CV,Todoterreno,243 km/h,5.9 s,3.3 l/100km,75g CO2/km,4855 mm / 1939 mm / 1705 mm,ECO,52.990€
124.620,2018,Diésel,León,5,Sí,Manual ,Otros,Monovolumen,False,False,False,131 CV,False,False,False,False,False,False,False,17.490€
87.000,2020,Gasolina,Tarragona,5,Sí,Manual ,Blanco,Monovolumen,Peugeot,Rifter,Rifter Active Long PureTech 110,110 CV,Vehículo comercial,174 km/h, s,5.5 l/100km,126g CO2/km,4753 mm / 1848 mm / 1879 mm,C,18.590€
106.000,2019,Diésel,Pamplona,5,Sí,Automático ,Verde,Monovolumen,Peugeot,Rifter,Rifter Active Long BlueHDi 130 EAT8,130 CV,Vehículo comercial,184 km/h, s,4.4 l/100km,117g CO2/km,4753 mm / 1848 mm / 1879 mm,C,22.990€
63.450,2020,Diésel,Esplugas de Llobregat,5,Sí,Manual ,Gris,Monovolumen,Peugeot,Rifter,Rifter Active Long BlueHDi 100,102 CV,Vehículo comercial,175 km/h, s,4.4 l/100km,112g CO2/km,4753 mm / 1848 mm / 1879 mm,C,18.990€
165.000,2020,Diésel,Murcia,5,Sí,Automático ,Azul,Monovolumen,Peugeot,Rifter,Rifter NAV+ Long BlueHDi 130 EAT8,130 CV,Vehículo comercial,184 km/h, s,5.8 l/100km,117g CO2/km,4753 mm / 1848 mm / 1879 mm,C,20.490€
75.997,2020,Diésel,Roquetas de Mar,5,Sí,Automático ,Gris,Todoterreno,Peugeot,5008,5008 GT 2.0 BlueHDi 180 S&S EAT6,180 CV,Todoterreno,208 km/h,9.1 s,4.8 l/100km,124g CO2/km,4641 mm / 1844 mm / 1651 mm,C,26.990€
53.386,2018,Gasolina,Gijón,5,Sí,Manual ,Gris,Familiar,Peugeot,308,308 5p Style 1.2 PureTech 130 S&S,130 CV,Turismo,207 km/h,9.6 s,4.7 l/100km,109g CO2/km,4253 mm / 1804 mm / 1457 mm,C,14.490€
99.327,2018,Diésel,Vilagarcía de Arousa,5,Sí,Manual ,Otros,Berlina,Peugeot,308,308 SW Active 1.6 BlueHDi 120 MBC,130 CV,Turismo familiar,194 km/h,10.1 s,3.2 l/100km,85g CO2/km,4585 mm / 1804 mm / 1471 mm,C,15.990€
50.218,2022,Diésel,Zaragoza,5,Sí,Manual ,Azul,Berlina,Peugeot,308,308 SW GT Line BlueHDi 130 S&S,130 CV,Turismo familiar,203 km/h,10 s,4.9 l/100km,94g CO2/km,4585 mm / 1804 mm / 1470 mm,C,22.990€
96.522,2020,Diésel,Jaén,5,Sí,Manual ,Blanco,Berlina,Peugeot,308,308 SW GT Line BlueHDi 130 S&S,130 CV,Turismo familiar,203 km/h,10 s,4.9 l/100km,94g CO2/km,4585 mm / 1804 mm / 1470 mm,C,13.980€
36.132,2020,Gasolina,Alicante,5,Sí,Manual ,Blanco,Todoterreno,Peugeot,3008,3008 Crossway 1.2 PureTech 130 S&S,130 CV,Monovolumen,199 km/h,10.8 s,5.2 l/100km,120g CO2/km,4365 mm / 1837 mm / 1639 mm,C,19.890€
86.000,2017,Gasolina,Lleida,5,Sí,Manual ,Marrón,Todoterreno,Peugeot,3008,3008 Crossway 1.2 PureTech 130 S&S,130 CV,Monovolumen,199 km/h,10.8 s,5.2 l/100km,120g CO2/km,4365 mm / 1837 mm / 1639 mm,C,18.990€
144.503,2018,Gasolina,Vigo,5,Sí,Automático ,Otros,Todoterreno,Peugeot,3008,3008 Allure 1.2 PureTech 130 S&S EAT6,130 CV,Todoterreno,188 km/h,10.5 s,5.3 l/100km,120g CO2/km,4447 mm / 1841 mm / 1624 mm,C,14.990€
71.100,2021,Gasolina,Vic,5,Sí,Manual ,Negro,Berlina,Peugeot,208,208 Active Pack PureTech 100 S&S,100 CV,Turismo,188 km/h,9.9 s,5 l/100km,g CO2/km,4055 mm / 1745 mm / 1430 mm,C,14.990€
19.058,2022,Gasolina,Móstoles,5,Sí,Manual ,Blanco,Todoterreno,Peugeot,2008,2008 Active Pack Puretech 100,100 CV,Todoterreno,188 km/h,10.9 s,5.4 l/100km,g CO2/km,4300 mm / 1770 mm / 1530 mm,C,21.690€
152.997,2018,Gasolina,Vigo,5,Sí,Manual ,Negro,Todoterreno,Peugeot,2008,2008 Style 1.2 PureTech 110 S&S,110 CV,Todoterreno,191 km/h,9.9 s,4.4 l/100km,103g CO2/km,4159 mm / 1739 mm / 1570 mm,C,10.690€
36.295,2022,Diésel,El Zabal,5,Sí,Manual ,Blanco,Todoterreno,Peugeot,2008,2008 Active BlueHDi 110,110 CV,Todoterreno,201 km/h,9.5 s,4.4 l/100km,g CO2/km,4300 mm / 1770 mm / 1530 mm,C,18.990€
93.900,2016,Gasolina,Finestrat,5,Sí,Manual ,Azul,Todoterreno,Peugeot,2008,2008 Crossway 1.2 PureTech 110,110 CV,Todoterreno,190 km/h,9.9 s,4.7 l/100km,108g CO2/km,4159 mm / 1739 mm / 1570 mm,C,11.990€
120.000,2015,Diésel,Badajoz,5,Sí,Manual ,Otros,Todoterreno,Peugeot,2008,2008 Crossway 1.6 BlueHDi 100,100 CV,Todoterreno,180 km/h,11.3 s,3.6 l/100km,95g CO2/km,4159 mm / 1739 mm / 1570 mm,C,10.980€
107.030,2016,Diésel,Alicante,5,Sí,Manual ,Negro,Todoterreno,False,False,False,136 CV,False,False,False,False,False,False,False,11.990€
45.711,2016,Gasolina,Alicante,5,Sí,Manual ,Blanco,Todoterreno,False,False,False,140 CV,False,False,False,False,False,False,False,15.990€
54.000,2020,Diésel,Alicante,5,Sí,Manual ,Rojo,Berlina,Opel,Corsa,Corsa 1.5D 75 kW (102 CV) Elegance,102 CV,Turismo,188 km/h,10.2 s,3.2 l/100km,85g CO2/km,4060 mm / 1765 mm / 1435 mm,C,14.990€
51.964,2016,Gasolina,Puerto de Sagunto,5,Sí,Automático ,Rojo,Berlina,Opel,Corsa,Corsa 5p Excellence 1.4 90 CV Easytronic Start&Stop,90 CV,Turismo,175 km/h,13.9 s,4.8 l/100km,112g CO2/km,4021 mm / 1746 mm / 1481 mm,C,11.490€
68.000,2021,Gasolina,Vizcaya,5,Sí,Automático ,Otros,Berlina,Opel,Corsa,Corsa 1.2T 74 kW (100 CV) AT8 Elegance,100 CV,Turismo,188 km/h,10.8 s,4.3 l/100km,99g CO2/km,4060 mm / 1765 mm / 1435 mm,C,14.380€
94.256,2017,Diésel,Córdoba,5,Sí,Automático ,Gris,Todoterreno,Nissan,X-Trail,X-Trail dCi 96 kW (130 CV) Xtronic 4x2 Tekna,130 CV,Todoterreno,180 km/h,11.4 s,5.3 l/100km,139g CO2/km,4640 mm / 1820 mm / 1710 mm,C,19.490€
61.200,2018,Gasolina,Granollers,5,Sí,Manual ,Otros,Todoterreno,Nissan,X-Trail,X-Trail DIG-T 120 kW (163 CV) Tekna,163 CV,Todoterreno,200 km/h,9.7 s,6.4 l/100km,149g CO2/km,4690 mm / 1820 mm / 1710 mm,C,19.990€
83.806,2018,Gasolina,Palma Islas Baleares,5,Sí,Automático ,Otros,Berlina,Nissan,Qashqai,Qashqai 4x2 DIG-T 85 kW (115 CV) XTRONIC N-Vision,115 CV,Todoterreno,173 km/h,12.9 s,5.8 l/100km,133g CO2/km,4377 mm / 1806 mm / 1590 mm,C,17.490€
65.948,2015,Gasolina,Badajoz,5,Sí,Manual ,Gris,Berlina,Nissan,Pulsar,Pulsar DIG-T 85 kW (115 CV) Acenta,115 CV,Turismo,190 km/h,10.7 s,5 l/100km,117g CO2/km,4387 mm / 1768 mm / 1520 mm,C,11.490€
68.000,2017,Diésel,Finestrat,3,Sí,Manual ,Beige,Berlina,Mini,Hatchback,Cooper SD 3 puertas,170 CV,Turismo,227 km/h,7.3 s,4 l/100km,106g CO2/km,3850 mm / 1727 mm / 1414 mm,C,23.990€
9.699,2023,Gasolina,Málaga,5,Sí,Manual ,Otros,Todoterreno,Mg,ZS,ZS Luxury 1.5 VTI-tech,106 CV,Todoterreno,175 km/h,10.9 s,6.6 l/100km,g CO2/km,4323 mm / 1809 mm / 1653 mm,C,17.290€
60.000,2021,Gasolina,Burgos,5,Sí,Automático ,Rojo,Todoterreno,False,False,False,111 CV,False,False,False,False,False,False,False,18.490€
61.569,2022,Diésel,Rivas Vaciamadrid,4,Sí,Manual ,Blanco,Vehículo,False,False,False,142 CV,False,False,False,False,False,False,False,36.990€
48.540,2021,Diésel,A Coruña,4,Sí,Manual ,Blanco,Vehículo,False,False,False,114 CV,False,False,False,False,False,False,False,31.990€
116.500,2019,Diésel,Marbella,5,Sí,Automático ,Blanco,Monovolumen,Mercedes-Benz,GLA,GLA 200 d 7G-DCT,136 CV,Todoterreno,205 km/h,9.1 s,4.2 l/100km,108g CO2/km,4424 mm / 1804 mm / 1494 mm,C,24.990€
111.300,2018,Diésel,Burgos,5,Sí,Automático ,Marrón,Vehículo,Mercedes-Benz,Clase V,V 220 d Avantgarde Compacto 7G-TRONIC PLUS,163 CV,Monovolumen,195 km/h,10.8 s,5.9 l/100km,154g CO2/km,4895 mm / 1928 mm / 1880 mm,C,38.490€
94.500,2017,Diésel,Burgos,3,Sí,Automático ,Negro,Deportivo,Mercedes-Benz,Clase E,E 220 d 4MATIC All-Terrain,194 CV,Turismo familiar,231 km/h,8 s,5.2 l/100km,137g CO2/km,4947 mm / 1861 mm / 1497 mm,C,34.490€
84.000,2018,Diésel,Vilanova i la Geltrú,4,Sí,Manual ,Negro,Berlina,Mercedes-Benz,Clase C,C 220 d Berlina,170 CV,Turismo,234 km/h,7.7 s,4 l/100km,103g CO2/km,4686 mm / 1810 mm / 1442 mm,C,22.990€
103.928,2018,Diésel,Alicante,4,Sí,Automático ,Azul,Berlina,Mercedes-Benz,CLA,CLA 200 d Coupé 7G-DCT,136 CV,Turismo,220 km/h,9 s,5.4 l/100km,146g CO2/km,4640 mm / 1777 mm / 1432 mm,C,22.290€
126.000,2020,Diésel,Finestrat,4,Sí,Manual ,Blanco,Monovolumen,Mercedes-Benz,Citan,Citan Tourer Pure 109 CDI,95 CV,Vehículo comercial, km/h, s,5.5 l/100km,g CO2/km,4321 mm / 1829 mm / 1809 mm,C,14.490€
145.000,2017,Diésel,Iurreta,5,Sí,Automático ,Gris,Todoterreno,Mazda,CX-5,CX-5 Luxury 2.2 D 150 CV 4WD Aut.,150 CV,Todoterreno,194 km/h,10.2 s,5.5 l/100km,144g CO2/km,4555 mm / 1840 mm / 1670 mm,C,18.380€
93.577,2020,Híbrido (Gasolina),Olías del Rey,5,Sí,Manual ,Otros,Todoterreno,False,False,False,180 CV,False,False,False,False,False,False,False,21.990€
20.050,2022,Híbrido (Gasolina),León,5,Sí,Automático ,Otros,Todoterreno,False,False,False,122 CV,False,False,False,False,False,False,False,26.990€
152.987,2016,Híbrido (Gasolina),Marbella,4,Sí,Automático ,Gris,Berlina,Lexus,GS,GS 300h Hybrid Drive,223 CV,Turismo,190 km/h,9.2 s,5 l/100km,115g CO2/km,4850 mm / 1840 mm / 1455 mm,ECO,20.990€
80.000,2017,Diésel,Granollers,5,Sí,Automático ,Otros,Todoterreno,Land Rover,Discovery Sport,Discovery Sport 2.0 Td4 132 kW (180 CV) Aut. 4x4 HSE,180 CV,Todoterreno,188 km/h,8.9 s,5.3 l/100km,139g CO2/km,4589 mm / 1894 mm / 1724 mm,C,22.490€
37.346,2021,Híbrido (Gasolina),Córdoba,5,Sí,Automático ,Azul,Todoterreno,False,False,False,160 CV,False,False,False,False,False,False,False,22.990€
70.808,2021,Gasolina,Alcalá de Guadaíra,5,Sí,Manual ,Azul,Todoterreno,KIA,XCeed,XCeed 1.0 T-GDi Drive 88 kW (120 CV),120 CV,Todoterreno,186 km/h,11.3 s,6 l/100km,g CO2/km,4395 mm / 1826 mm / 1483 mm,C,16.990€
95.756,2021,Diésel,Córdoba,5,Sí,Manual ,Azul,Todoterreno,KIA,Sportage,Sportage 1.6 CRDi Concept 100 kW (136 CV) 4x2,136 CV,Todoterreno,180 km/h,11.2 s,4.9 l/100km,129g CO2/km,4485 mm / 1855 mm / 1635 mm,C,20.980€
37.500,2019,Gasolina,Palma,5,Sí,Manual ,Otros,Todoterreno,KIA,Sportage,Sportage 1.6 GDi 135 CV X-Tech 4x2 Eco-Dynamics,132 CV,Todoterreno,178 km/h,11.1 s,6.4 l/100km,149g CO2/km,4440 mm / 1855 mm / 1630 mm,C,19.390€
24.000,2020,Híbrido (Gasolina),Gijón,5,Sí,Automático ,Negro,Berlina,KIA,Niro,Niro 1.6 HEV Emotion,141 CV,Todoterreno,164 km/h,11.5 s,5.2 l/100km,100g CO2/km,4355 mm / 1805 mm / 1535 mm,ECO,25.990€
119.911,2018,Gasolina,Madrid,3,Sí,Manual ,Gris,Berlina,KIA,Ceed,pro_cee'd 1.0 T-GDi Drive Eco-Dynamics 88 kW (120 CV),120 CV,Turismo,190 km/h,11.1 s,4.9 l/100km,115g CO2/km,4310 mm / 1780 mm / 1430 mm,C,11.990€
48.500,2020,Gasolina,Bellreguard,5,Sí,Manual ,Gris,Berlina,KIA,Ceed,cee'd SW 1.0 T-GDi Tech Eco-Dynamics 88kW (120 CV),120 CV,Turismo familiar,187 km/h,11.4 s,5.2 l/100km,120g CO2/km,4505 mm / 1780 mm / 1485 mm,C,14.990€
119.785,2017,Diésel,Puebla de Sancho Pérez,5,Sí,Automático ,Blanco,Todoterreno,Hyundai,TUCSON,Tucson 1.7 CRDi 104 kW (141 CV) 4x2 BlueDrive DCT Tecno,141 CV,Todoterreno,185 km/h,11.5 s,4.9 l/100km,129g CO2/km,4475 mm / 1850 mm / 1645 mm,C,18.480€
59.995,2019,Híbrido (Gasolina),Talavera de la Reina,5,Sí,Manual ,Rojo,Todoterreno,False,False,False,116 CV,False,False,False,False,False,False,False,19.990€
77.132,2019,Híbrido (Gasolina),Gipuzkoa,5,Sí,Manual ,Otros,Todoterreno,False,False,False,116 CV,False,False,False,False,False,False,False,19.990€
38.100,2021,Híbrido (Gasolina),Sevilla,5,Sí,Manual ,Blanco,Todoterreno,False,False,False,136 CV,False,False,False,False,False,False,False,21.490€
39.673,2019,Diésel,Murcia,5,Sí,Manual ,Rojo,Familiar,Hyundai,i30,i30 CW 1.6 CRDi 110 CV Klass,116 CV,Turismo familiar,185 km/h,11.8 s,4.3 l/100km,113g CO2/km,4485 mm / 1780 mm / 1500 mm,B,16.990€
8.776,2021,Gasolina,Gavá,5,Sí,Manual ,Azul,Berlina,Hyundai,i10,i10 1.0 MPI 49 kW (67 CV) 4 plazas Essence,67 CV,Turismo,156 km/h,15.2 s,4.9 l/100km,97g CO2/km,3670 mm / 1680 mm / 1480 mm,C,13.990€
37.326,2022,Gasolina,Alcalá de Henares,5,Sí,Manual ,Negro,Todoterreno,Ford,KUGA,Kuga Vignale 1.5 EcoBoost Auto-Start-Stop 110 kW (150 CV) 4x2,150 CV,Todoterreno,195 km/h,9.7 s,7.2 l/100km,157g CO2/km,4541 mm / 1856 mm / 1703 mm,C,23.490€
115.795,2015,Gasolina,Alicante,5,Sí,Manual ,Gris,Familiar,Ford,Focus,Focus Berlina ST 2.0 EcoBoost 250 CV,250 CV,Turismo,248 km/h,6.5 s,7.2 l/100km,169g CO2/km,4362 mm / 1823 mm / 1484 mm,C,16.490€
34.794,2022,Híbrido (Gasolina),Jaén,5,Sí,Manual ,Azul,Familiar,False,False,False,125 CV,False,False,False,False,False,False,False,20.480€
67.687,2021,Híbrido (Gasolina),Sevilla,5,Sí,Manual ,Blanco,Berlina,False,False,False,125 CV,False,False,False,False,False,False,False,16.980€
34.769,2022,Híbrido (Gasolina),Ciudad Real,5,Sí,Manual ,Azul,Berlina,False,False,False,125 CV,False,False,False,False,False,False,False,22.490€
66.712,2021,Híbrido (Gasolina),Ourense,5,Sí,Manual ,Otros,Berlina,False,False,False,125 CV,False,False,False,False,False,False,False,17.790€
36.000,2022,Híbrido (Gasolina),Collado Villalba,5,Sí,Manual ,Gris,Berlina,False,False,False,155 CV,False,False,False,False,False,False,False,20.450€
69.990,2019,Gasolina,Pamplona,5,Sí,Manual ,Otros,Berlina,Ford,Focus,Focus Sportbreak ST-Line 1.0 EcoBoost 92 kW (125 CV),125 CV,Turismo familiar,198 km/h,10.3 s,4.9 l/100km,108g CO2/km,4668 mm / 1825 mm / 1469 mm,C,16.990€
41.500,2022,Gasolina,Galdakao,5,Sí,Manual ,Azul,Berlina,Ford,Focus,Focus Sportbreak ST-Line 1.0 EcoBoost 92 kW (125 CV),125 CV,Turismo familiar,198 km/h,10.3 s,4.9 l/100km,108g CO2/km,4668 mm / 1825 mm / 1469 mm,C,19.990€
34.800,2022,Híbrido (Gasolina),Jaén,5,Sí,Manual ,Gris,Familiar,False,False,False,125 CV,False,False,False,False,False,False,False,20.480€
53.340,2017,Gasolina,Badajoz,5,Sí,Manual ,Azul,Berlina,Ford,Fiesta,Fiesta 5p Titanium 1.0 EcoBoost 100 CV,100 CV,Turismo,180 km/h,11.2 s,4.5 l/100km,105g CO2/km,3969 mm / 1722 mm / 1495 mm,C,11.480€
51.930,2021,Gasolina,Alcalá de Henares,5,Sí,Manual ,Blanco,Berlina,Ford,Fiesta,Fiesta Active 1.0 EcoBoost 74 kW (100 CV) S/S,95 CV,Turismo,180 km/h,10.8 s,5.5 l/100km,g CO2/km,4068 mm / 1756 mm / 1498 mm,C,15.890€
